,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck
61,0067_01,Earth,True,S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G
62,0067_02,Earth,False,S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,True,G
63,0067_03,Earth,False,S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,False,F
64,0068_01,Mars,False,S,TRAPPIST-1e,29.231510015408322,False,793.0,0.0,2.0,253.0,0.0,False,E
65,0069_01,Earth,False,S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,True,F
66,0070_01,Earth,False,P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,False,F
67,0071_01,Earth,False,P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,False,F
68,0072_01,Earth,False,S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,False,F
69,0073_01,Mars,False,P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,False,D
70,0074_01,Europa,False,S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,C
71,0076_01,Mars,False,S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,True,F
72,0077_01,Mars,False,P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,True,F
73,0078_01,Europa,False,S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,False,C
74,0081_01,Earth,True,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,G
75,0082_01,Mars,False,P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,False,F
76,0082_02,Mars,True,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,F
77,0082_03,Mars,False,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,F
78,0084_01,Earth,False,S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,True,G
79,0085_01,Europa,True,S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,C
80,0086_01,Earth,False,P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,False,F
81,0088_01,Mars,True,S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,True,E
82,0090_01,Earth,True,S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,G
83,0091_01,Earth,True,S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,G
84,0091_02,Earth,False,S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,False,F
85,0092_01,Earth,False,P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,False,G
86,0092_02,Earth,True,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G
87,0092_03,Earth,True,P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G
88,0097_01,Europa,False,S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,False,A
89,0098_01,Earth,False,P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,False,G
90,0098_02,Earth,False,P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,True,G
91,0099_01,Earth,False,P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,False,F
92,0099_02,Earth,True,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,G
93,0101_01,Mars,True,S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,F
94,0102_01,Earth,False,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,False,F
95,0103_01,Earth,False,S,TRAPPIST-1e,24.0,False,0.0,145.6996805111821,0.0,0.0,17.0,True,F
96,0103_02,Earth,True,S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,True,G
97,0103_03,Earth,True,S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,G
98,0105_01,Earth,False,P,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,False,F
99,0107_01,Mars,False,S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,False,D
100,0108_01,Earth,True,S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,G
101,0108_02,Earth,False,S,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,False,G
102,0108_03,Earth,False,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G
103,0110_01,Europa,False,P,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,False,B
104,0110_02,Europa,False,P,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,False,B
105,0110_03,Europa,False,P,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,True,B
106,0110_04,Europa,True,P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,B
107,0111_01,Europa,True,S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,E
108,0112_01,Europa,False,S,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,True,B
109,0113_01,Earth,False,P,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,True,F
110,0114_01,Earth,False,S,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,False,G
111,0115_01,Mars,True,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F
112,0116_01,Europa,False,P,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,D
113,0119_01,Europa,False,P,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,False,A
114,0119_02,Europa,True,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,A
115,0120_01,Mars,True,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F
116,0122_01,Earth,False,S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,False,G
117,0123_01,Earth,False,P,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,False,F
118,0126_01,Mars,True,S,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,True,F
119,0127_01,Mars,False,S,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,False,E
120,0128_01,Mars,False,S,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,False,D
121,0128_02,Mars,False,S,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,E
122,0129_01,Earth,True,S,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True,G
123,0133_01,Mars,True,S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,F
124,0133_02,Mars,False,S,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,False,D
125,0134_01,Earth,False,P,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,True,G
126,0136_01,Earth,False,S,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,False,G
127,0138_01,Earth,True,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,G
128,0138_02,Earth,False,P,TRAPPIST-1e,34.0,False,0.0,22.0,0.0,564.0,207.0,False,E
129,0139_01,Europa,True,S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,C
130,0140_01,Earth,True,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,G
131,0140_02,Earth,False,P,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,False,F
132,0141_01,Mars,False,P,TRAPPIST-1e,31.0,False,522.5752178855627,0.0,97.0,0.0,0.0,False,F
133,0144_01,Earth,False,S,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,True,F
134,0146_01,Earth,False,S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,False,G
135,0147_01,Earth,True,S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,G
136,0148_01,Mars,False,P,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,F
137,0149_01,Earth,True,S,55 Cancri e,25.991118229470004,False,0.0,0.0,0.0,0.0,0.0,True,G
138,0151_01,Earth,True,P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,G
139,0152_01,Earth,False,P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,607.0,False,F
140,0160_01,Earth,False,P,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,G
141,0163_01,Europa,True,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,B
142,0163_02,Europa,True,P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,B
143,0164_01,Earth,False,S,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,141.68113837665166,135.0,True,G
144,0164_02,Earth,True,S,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,False,G
145,0165_01,Mars,True,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F
146,0167_01,Mars,True,S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,F
147,0167_02,Mars,False,S,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,F
148,0169_01,Earth,True,P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,G
149,0170_01,Earth,False,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,False,E
150,0171_01,Earth,True,S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,True,G
151,0172_01,Earth,True,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,G
152,0173_01,Earth,False,S,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,True,E
153,0174_01,Earth,False,P,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,False,F
154,0177_01,Europa,False,S,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,B
155,0178_01,Mars,False,S,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,D
156,0179_01,Earth,False,P,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,True,G
157,0179_02,Earth,False,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,G
158,0179_03,Earth,False,P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G
159,0181_01,Earth,False,P,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,False,G
160,0182_01,Europa,True,P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,C
161,0183_01,Earth,False,S,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,True,F
162,0186_01,Earth,False,P,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,False,G
163,0188_01,Earth,True,S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,G
164,0189_01,Earth,False,P,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,False,E
165,0190_01,Earth,True,S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,G
166,0192_01,Earth,True,P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,G
167,0192_02,Earth,False,P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,G
168,0192_03,Earth,False,P,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,False,G
169,0193_01,Mars,True,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,F
170,0193_02,Mars,False,P,TRAPPIST-1e,23.0,False,522.5752178855627,0.0,8.0,1072.0,0.0,False,F
171,0193_03,Mars,False,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F
172,0195_01,Mars,False,P,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,True,F
173,0196_01,Mars,False,P,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,D
174,0197_01,Europa,False,P,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,False,C
175,0198_01,Earth,True,P,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,True,G
176,0199_01,Earth,True,S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,G
177,0200_01,Earth,True,P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G
178,0201_01,Europa,True,S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,B
179,0201_02,Europa,True,S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,B
180,0202_01,Europa,True,P,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,B
181,0202_02,Europa,False,P,55 Cancri e,34.09118541033435,False,0.0,2433.0,135.9866220735786,878.0,443.0,True,A
182,0203_01,Europa,True,S,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,C
183,0205_01,Earth,False,S,TRAPPIST-1e,29.0,False,0.0,2.0,66.0,0.0,705.0,False,G
184,0206_01,Europa,False,S,55 Cancri e,34.09118541033435,False,2.0,1720.0,12.0,1125.0,122.0,True,C
185,0207_01,Earth,True,P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,False,G
186,0210_01,Mars,True,P,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,D
187,0211_01,Mars,False,P,TRAPPIST-1e,29.0,False,902.0,1.0,137.0,0.0,0.0,True,F
188,0211_02,Mars,True,P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,F
189,0211_03,Mars,False,P,TRAPPIST-1e,17.0,False,848.0,0.0,307.0,182.0,0.0,False,F
190,0212_01,Earth,False,P,TRAPPIST-1e,13.0,False,192.0,0.0,0.0,51.0,739.0,False,E
191,0212_02,Earth,False,P,TRAPPIST-1e,35.0,False,147.0,188.0,0.0,10.0,387.0,False,F
192,0213_01,Earth,False,P,TRAPPIST-1e,21.0,False,367.0,281.0,0.0,0.0,146.0,False,F
193,0216_01,Earth,False,S,55 Cancri e,21.0,False,0.0,56.0,0.0,0.0,1918.0,False,F
194,0217_01,Earth,False,P,TRAPPIST-1e,38.0,False,1517.0,0.0,0.0,27.0,0.0,False,F
195,0219_01,Earth,True,P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,G
196,0220_01,Earth,True,P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,G
197,0220_02,Earth,False,P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G
198,0220_03,Earth,True,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,G
199,0220_04,Earth,False,P,TRAPPIST-1e,25.0,False,122.0,84.0,132.46239675409362,0.0,0.0,False,E
200,0220_05,Earth,False,P,TRAPPIST-1e,16.0,False,0.0,3.0,0.0,0.0,1099.0,False,F
201,0220_06,Earth,False,P,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,G
202,0220_07,Earth,True,P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G
203,0221_01,Mars,False,S,55 Cancri e,21.0,False,2237.0,0.0,119.0,0.0,0.0,False,E
204,0221_02,Mars,False,S,TRAPPIST-1e,23.0,False,1215.0,80.0,1.0,2.0,0.0,False,E
205,0221_03,Mars,False,S,TRAPPIST-1e,33.0,False,1933.0,12.0,188.0,1.0,0.0,False,E
206,0221_04,Mars,True,S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,E
207,0221_05,Mars,False,S,TRAPPIST-1e,41.0,False,1230.0,0.0,301.0,43.0,1023.0,False,E
208,0221_06,Mars,False,S,TRAPPIST-1e,16.0,False,915.0,0.0,221.0,234.0,0.0,False,E
209,0221_07,Mars,True,S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,False,E
210,0222_01,Mars,False,S,TRAPPIST-1e,20.0,False,1406.0,0.0,0.0,11.0,0.0,False,F
211,0222_02,Mars,True,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F
212,0222_03,Mars,True,S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,E
213,0223_01,Earth,False,S,TRAPPIST-1e,21.0,False,0.0,2.0,665.0,0.0,9.0,False,G
214,0224_01,Mars,False,S,TRAPPIST-1e,32.0,True,181.0,0.0,5.0,1634.0,0.0,False,F
215,0225_01,Earth,True,P,PSO J318.5-22,58.0,False,0.0,0.0,0.0,0.0,0.0,True,G
216,0229_01,Earth,False,S,TRAPPIST-1e,24.0,False,4.0,7.0,0.0,713.0,79.0,False,F
217,0231_01,Mars,False,S,TRAPPIST-1e,30.0,False,85.0,0.0,1.0,1720.0,0.0,False,F
218,0232_01,Earth,True,S,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False,G
219,0233_01,Mars,False,S,TRAPPIST-1e,32.0,False,56.0,0.0,256.0,1438.0,0.0,False,F
220,0234_01,Earth,False,P,TRAPPIST-1e,43.0,False,136.2367198838897,888.0,0.0,0.0,0.0,False,F
221,0237_01,Europa,True,P,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,B
222,0239_01,Mars,False,P,TRAPPIST-1e,37.0,False,637.0,0.0,0.0,92.0,319.0,False,F
223,0240_01,Mars,True,P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F
224,0241_01,Europa,False,P,55 Cancri e,33.0,False,0.0,1249.0,0.0,4812.0,1116.0,False,E
225,0242_01,Earth,False,S,TRAPPIST-1e,18.0,False,313.0,1.0,691.0,283.0,0.0,False,F
226,0243_01,Earth,True,S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G
227,0244_01,Mars,True,S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,F
228,0244_02,Mars,True,S,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,F
229,0245_01,Europa,False,P,55 Cancri e,46.0,False,0.0,3571.0,0.0,0.0,7.0,True,C
230,0245_02,Europa,False,P,TRAPPIST-1e,33.0,False,0.0,86.0,796.0,584.0,10912.0,False,C
231,0246_01,Mars,False,P,TRAPPIST-1e,21.0,False,2947.0,0.0,287.0,27.0,0.0,False,D
232,0248_01,Europa,False,S,TRAPPIST-1e,33.0,False,0.0,1.0,0.0,8620.0,1063.0,False,C
233,0250_01,Earth,True,S,PSO J318.5-22,47.0,False,0.0,0.0,0.0,0.0,0.0,False,G
234,0251_01,Earth,True,S,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,C
235,0252_01,Earth,False,P,TRAPPIST-1e,30.0,False,335.0,695.0,541.0,0.0,0.0,False,F
236,0253_01,Earth,False,P,TRAPPIST-1e,29.0,False,272.0,615.0,0.0,0.0,1.0,False,G
237,0254_01,Earth,False,P,TRAPPIST-1e,21.0,False,702.0,172.0,408.0,2.0,6.0,True,F
238,0255_01,Europa,True,S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,A
239,0257_01,Mars,False,S,55 Cancri e,21.0,False,1664.0,0.0,311.32511380880123,0.0,0.0,False,F
240,0257_02,Mars,True,S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,True,F
241,0258_01,Earth,False,S,TRAPPIST-1e,22.0,False,0.0,0.0,313.0,299.0,92.0,False,F
242,0260_01,Europa,False,S,TRAPPIST-1e,26.0,False,0.0,4810.0,0.0,981.0,2054.0,False,E
243,0261_01,Earth,False,P,TRAPPIST-1e,26.0,False,66.0,29.0,0.0,0.0,803.0,False,F
244,0263_01,Earth,True,P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,G
245,0265_01,Europa,True,S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,D
